lncrna	Interacting partner	Interaction Class	Interaction Mode	Organism	Description	Tissue	Phenotype	Method	Pubmed id
TUSC7	MIR23B	RNA-RNA	Regulation	Homo sapiens	TUSC7 inhibited tumour cell growth in part by negatively regulating miR-23b.	gastric cancer (GC)	TUSC7 inhibited tumour cell growth	Luciferase reporter assays	25765901
TUSC7	MIR211	RNA-RNA	Regulation	Homo sapiens	Loc285194 can negatively regulate miR-211	NULL	inhibits tumor cell growth	in vivo	23558749
TUSC7	TP53	DNA-TF	Regulation	Homo sapiens	TUSC7 was a direct transcriptional target of p53 via interaction of p53 with the putative p53-response element in the upstream region of TUSC7.	gastric cancer (GC)	TUSC7 inhibited tumour cell growth	RIP and ChIP assays	25765901
TUSC8	MYC	RNA-TF	Regulation	Homo sapiens	Western blot assays confirmed that XLOC_010588 physically associates with c-Myc, consequently decreasing the expression of c-Myc.	cervical cancer cell 	Ectopic expression of XLOC_010588 inhibited the proliferation of HeLa and SiHa cells.	qPCR, Western blot, RNAi	24667250
UCA1	MIR216B	RNA-RNA	Binding	Homo sapiens	UCA1 could act as an endogenous sponge by directly binding to miR-216b and downregulation miR-216b expression.	NULL	UCA1 promotes HCC malignant progression through ERK signaling pathway	RIP and Luciferase assays	25760077
UCA1	PTBP1	RNA-Protein	Binding	Homo sapiens	an interaction of UCA1 and hnRNP I in K562 cells	acute myeloid leukemia	NULL	RIP	26053097
UCA1	PTBP1	RNA-Protein	Binding	Homo sapiens	Interaction of hnRNP I with UCA1 increases the stability of UCA1. When UCA1 is overexpressed, the cytoplasmic hnRNP I is recruited to UCA1 such that less hnRNP I is available to p27, leading cell cycle arrest at G1	Breast	NULL	RIP	24457952
UCA1	HNRNPC	RNA-Protein	Binding	Homo sapiens	Interaction of hnRNP I with UCA1 increases the stability of UCA1.	Breast	NULL	FISH	24457952
UCA1	CEBPA	DNA-TF	Binding	Homo sapiens	wild-type C/EBP	acute myeloid leukemia	NULL	ChIP	26053097
UCA1	CEBPA	DNA-TF	Binding	Homo sapiens	Electrophoretic mobility shift assay and chromatin immunoprecipitation assay indicated that C/EBPα bound to the lncRNA-UCA1 core promoter region in vitro and in vivo.	NULL	The transcriptional activation of lncRNA-UCA1 by C/EBP epsilon also contributes to the increased viability and decreased apoptosis of bladder cancer cells.	ChIP	24648007
UCA1	ETS2	DNA-TF	Binding	Homo sapiens	transcription factor Ets-2 directly bound to the UCA1 promoter region	NULL	Ets-2 regulates apoptosis process by regulating the expression of UCA1, moreover UCA1 may be involved in the activation of Akt signaling pathway by Ets-2 in bladder cancer cells	ChIP	24069250
UCA1	WNT6	RNA-Protein	Regulation	Homo sapiens	Up-regulation of UCA1 activates Wnt signaling in a Wnt6-dependent manner. We finally demonstrate that UCA1 increases the cisplatin resistance of bladder cancer cells by enhancing the expression of Wnt6.	bladder cancer tissue, cell lines (RT4, T24 etc.)	UCA1 increases chemoresistance of bladder cancer cells 	microarray, qPCR, Western blot, Luciferase reporter assay and RNAi	24495014
UCA1	ETS2	DNA-TF	Binding	Homo sapiens	We identified that Ets-2 bound to the UCA1 core promoter using luciferase assays	colon	colorectal cancer	luciferase assays	26238511
ULK4P2	EZH2	RNA-Protein	Binding	Homo sapiens	 ULK4P2 is physically combined with EZH2	hepatocellular 	NULL	RIP	26109807
USP2-AS1	MYC	DNA-TF	Binding	Homo sapiens	presence of a MYC binding ChIP-seq peak proximal (+/- 0.10kb) to the lncRNA TSS.	NULL	NULL	ChIP-seq	25587025
VPS9D1-AS1	MYC	DNA-TF	Binding	Homo sapiens	presence of a MYC binding ChIP-seq peak proximal (+/- 0.12kb) to the lncRNA TSS.	NULL	NULL	ChIP-seq	25587025
VTRNA1-1	SSB	RNA-Protein	Binding	Homo sapiens	La interacts with the vault RNA (both in vivo and in vitro) presumably through binding to 3'uridylates.	NULL	NULL	in vivo and in vitro	12196535
VTRNA1-1	TEP1	RNA-Protein	Regulation	Homo sapiens	Using a yeast three-hybrid assay we demonstrate that several of the human vRNAs interact in a sequence-specific manner with TEP1.	NULL	NULL	In vitro	10551828
Wfdc21	Stat3	RNA-TF	Binding	Mus musculus	lnc-DC bound directly to STAT3 in the cytoplasm, which promoted STAT3 phosphorylation on tyrosine-705 by preventing STAT3 binding to and dephosphorylation by SHP1. 	NULL	Knockdown of lnc-DC impaired DC differentiation	MS, RIP and biotin-RNA pull-down assay 	24744378
WFDC21P	STAT3	RNA-TF	Binding	Homo sapiens	lnc-DC bound directly to STAT3 in the cytoplasm, which promoted STAT3 phosphorylation on tyrosine-705 by preventing STAT3 binding to and dephosphorylation by SHP1. 	NULL	Knockdown of lnc-DC impaired DC differentiation	MS, RIP and biotin-RNA pull-down assay 	24744378
WSPAR	SMARCC2	RNA-TF	Binding	Homo sapiens	The interaction of lncTCF7 with the three SWI/SNF components was further validated by RNA immunoprecipitation (RIP) 	liver	leading to priming of the self-renewal of liver CSCs and tumor initiation	RIP	25842979
WSPAR	SMARCA4	RNA-Protein	Binding	Homo sapiens	The interaction of lncTCF7 with the three SWI/SNF components was further validated by RNA immunoprecipitation (RIP) 	liver	leading to priming of the self-renewal of liver CSCs and tumor initiation	RIP	25842979
WSPAR	SMARCB1	RNA-Protein	Binding	Homo sapiens	The interaction of lncTCF7 with the three SWI/SNF components was further validated by RNA immunoprecipitation (RIP) 	liver	leading to priming of the self-renewal of liver CSCs and tumor initiation	RIP	25842979
Xist	Ncor2	RNA-TF	Binding	Mus musculus	Xist silences transcription by directly interacting with SHARP, recruiting SMRT, activating HDAC3, and deacetylating histones to exclude Pol II across the X chromosome	NULL	NULL	RNA FISH	25915022
Xist	Hmgb1	RNA-TF	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Lin28a	RNA-TF	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Cdx2	RNA-TF	Regulation	Mus musculus	Cdx2, a stem cell factor that determines commitment to the extraembryonic lineage, directly binds Xist and activates expression of Xist RNA in extrembryonic cells.	NULL	X chromosome inactivation	in vitro	22942124
Xist	Yy1	RNA-TF	Binding	Mus musculus	Xist RNA can bind to the YY1 protein, which acts as a tether nucleate Xist binding to the Xi	embryonic fibroblasts	NULL	RNA FISH	21729784
Xist	Jpx	RNA-RNA	Regulation	Mus musculus	Xist is controlled by two parallel RNA switches-Tsix for Xa and Jpx for Xi. Whereas Tsix represses Xist on Xa, Jpx activates Xist on Xi.	NULL	Deleting Jpx blocks XCI and is female-lethal.	in vitro	21029862
Xist	Tsix	RNA-RNA	Regulation	Mus musculus	Tsix hypertranscription is sufficient to block Xist RNA accumulation in a cis-limited manner.	NULL	NULL	RNA-FISH	11481444
Xist	Spen	RNA-Protein	Binding	Mus musculus	Xist silences transcription by directly interacting with SHARP, recruiting SMRT, activating HDAC3, and deacetylating histones to exclude Pol II across the X chromosome	NULL	NULL	RNA FISH	25915022
Xist	Hnrnpd	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Celf1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Ddx5	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Dhx9	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Erh	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Srsf10	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Hnrnpc	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Hnrnpa1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Hnrnpab	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Hnrnpk	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Hnrnpl	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Elavl1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Ilf3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Khsrp	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Matr3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Myef2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Mybbp1a	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Ptbp1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Raly	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Rbm3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Rbm4	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Rbmxl1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Rnf2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Khdrbs1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Sap18	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Srsf2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Srsf3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Srsf5	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Tra2b	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Ssb	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Alyref	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Zfr	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Xrn2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Hnrnpdl	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Hnrnpu	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Hnrnpa2b1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Nono	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Ddx39b	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Ptbp2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Rbm14	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Rybp	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Spen	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Syncrip	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Wtap	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Sarnp	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Sltm	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Ddx17	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Ilf2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Rnmt	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Ddx39	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Ciz1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Hnrnpul2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Sfpq	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Hnrnpll	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Poldip3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Hnrnpr	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Pcgf5	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Hnrnpm	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Hnrnpa0	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Srrt	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Rbfox2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Trim6	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Srsf9	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Rnf20	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Igf2bp1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Igf2bp3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Eif4a3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Safb2	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Safb	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Srsf7	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Hnrnpa3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Rbm15	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Tardbp	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Ythdc1	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Fus	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
Xist	Fubp3	RNA-Protein	Binding	Mus musculus	Xist lncRNA binds 81 proteins in two waves during X chromosome inactivation	NULL	NULL	ChIRP-MS	25843628
